"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"ZKHTXIIK","journalArticle","2018","Victor M. Izzo; Yolanda H. Chen; Sean D. Schoville; Cong Wang; David Hawthorne","Origin of pest lineages of the Colorado potato beetle (Coleoptera: Chrysomelidae)","Journal of Economic Entomology","","","10.1093/jee/tox367","http://academic.oup.com/jee/advance-article/doi/10.1093/jee/tox367/4818462","Colorado potato beetle (Leptinotarsa decemlineata Say [Coleoptera: Chrysomelidae]) is a pest of potato throughout the Northern Hemisphere, but little is known about the beetle's origins as a pest. We sampled the beetle from uncultivated Solanum host plants in Mexico, and from pest and non-pest populations in the United States and used mitochondrial DNA and nuclear loci to examine three hypotheses on the origin of the pest lineages: 1) the pest beetles originated from Mexican populations, 2) they descended from hybridization between previously divergent populations, or 3) they descended from populations that are native to the Plains states in the United States. Mitochondrial haplotypes of non-pest populations from Mexico and Arizona differed substantially from beetles collected from the southern plains and potato fields in the United States, indicating that beetles from Mexico and Arizona did not contribute to founding the pest lineages. Similar results were observed for AFLP and microsatellite data . In contrast, non-pest populations from the states of Colorado, Kansas, Nebraska, New Mexico, and Texas were genetically similar to U.S. pest populations, indicating that they contributed to the founding of the pest lineages. Most of the pest populations do not show a significant reduction in genetic diversity compared to the plains populations in the United States. We conclude that genetically heterogeneous beetle populations expanded onto potato from native Solanum hosts. This mode of host range expansion may have contributed to the abundant genetic diversity of contemporary populations, perhaps contributing to the rapid evolution of climate tolerance, host range, and insecticide resistance.","2018-01","2020-11-17 20:35:07","2023-12-07 17:41:10","","","","","","","","","","","","","","","","","","","","","","32 citations (Crossref) [2023-12-07]","","","","2018; sesync acknowledgment; Staff; T:Agriculture; T:Ecology; T:Disease & Pests; F:Food Systems & the Environment; K:invasion biology; K:phylogeography; K:population genetics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACNW86VY","journalArticle","2022","Krüger, Sonja C.; Botha, Andre; Bowerman, William; Coverdale, Brent; Gore, Meredith L.; van den Heever, Linda; Shaffer, L. Jen; Smit-Robinson, Hanneline; Thompson, Lindy J.; Ottinger, Mary Ann","Old World Vultures Reflect Effects of Environmental Pollutants Through Human Encroachment","Environmental Toxicology and Chemistry","","1552-8618","10.1002/etc.5358","https://onlinelibrary.wiley.com/doi/abs/10.1002/etc.5358","African wildlife face challenges from many stressors including current and emerging contaminants, habitat and resource loss, poaching, intentional and unintentional poisoning, and climate-related environmental change. The plight of African vultures exemplifies these challenges due to environmental contaminants and other stressors acting on individuals and populations that are already threatened or endangered. Many of these threats emanate from increasing human population size and settlement density, habitat loss from changing land use for agriculture, residential areas, and industry, and climate-related changes in resource availability. Environmental chemicals that are hazardous include legacy chemicals, emerging chemicals of concern, and high-volume-use chemicals that are employed as weed killers and in other agricultural applications. Furthermore, there are differences in risk for species living in close proximity to humans or in areas affected by habitat loss, climate, and industry. Monitoring programs are essential to track the status of nesting pairs, offspring survival, longevity, and lifetime productivity. This is important for long-lived birds, such as vultures, that may be especially vulnerable to chronic exposure to chemicals as obligate scavengers. Furthermore, their position in the food web may increase risk due to biomagnification of chemicals. We review the primary chemical hazards to Old World vultures and the interacting stressors affecting these and other birds. Habitat is a major consideration for vultures, with tree-nesters and cliff-nesters potentially experiencing different risks of exposure to environmental chemicals. The present review provides information from long-term monitoring programs and discusses a range of these threats and their effects on vulture populations. Environ Toxicol Chem 2022;00:1–19. © 2022 SETAC","2022-04","2022-06-13 19:45:12","2023-12-07 17:41:09","2022-06-13 19:45:12","","","n/a","n/a","","","","","","","","","","en","","","","","Wiley Online Library","","0 citations (Crossref) [2023-12-07] _eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/etc.5358","","/Users/nah093/Zotero/storage/IMLDGXDW/Krüger et al. - Old World Vultures Reflect Effects of Environmenta.pdf; /Users/nah093/Zotero/storage/E5KA4FNU/etc.html","","Pursuit; F:Land & Human Dynamics; F:Biodiversity; T:Natural Resource Management; Year 6; T:Policy & Regulation; T:Pollution; F:Governance & Natural Resources; 2022; 2016C15-005; K:Africa; K:Aging; K:Birds; K:Environmental chemicals; K:Human–carnivore conflict; K:Raptors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M4FYMFD4","journalArticle","2020","Arika Ligmann-Zielinska; Peer-Olaf Siebers; Nicholas R. Magliocca; Dawn Parker; Volker Grimm; Eric Jing Du; Martin Cenek; Viktoriia Radchuk; Nazia Arbab; Sheng Li; Uta Berger; Derek Robinson; Piotr Jankowski; Li An; Xinyue Ye","‘One size does not fit all ': A roadmap of purpose-driven mixed-method pathways for sensitivity analysis of agent-based models","Journal of Artificial Societies and Social Simulation","","","10.18564/jasss.4201","http://jasss.soc.surrey.ac.uk/xx/x/x.html","Designing, implementing, and applying agent-based models (ABMs) requires a structured approach, part of which is a comprehensive analysis of the output to input variability in the form of uncertainty and sensitivity analysis (SA). The objective of this paper is to assist in choosing, for a given ABM, the most appropriate methods of SA. We argue that no single SA method fits all ABMs and that different methods of SA should be used based on the overarching purpose of the model. For example, abstract exploratory models that focus on a deeper understanding of the target system and its properties are fed with only the most critical data representing patterns or stylized facts. For them, simple SA methods may be sufficient in capturing the dependencies between the output-input spaces. In contrast, applied models used in scenario and policy-analysis are usually more complex and data-rich because a higher level of realism is required. Here the choice of a more sophisticated SA may be critical in establishing the robustness of the results before the model (or its results) can be passed on to end-users. Accordingly, we present a roadmap that guides ABM developers through the process of performing SA that best fits the purpose of their ABM. This roadmap covers a wide range of ABM applications and advocates for the routine use of global methods that capture input interactions and are, therefore, mandatory if scientists want to recognize all sensitivities. As part of this roadmap, we report on frontier SA methods emerging in recent years: a) handling temporal and spatial outputs, b) using the whole output distribution of a result rather than its variance, c) looking at topological relationships between input data points rather than their values, and d) looking into the ABM black box; finding behavioral primitives and using them to study complex system characteristics like regime shifts, tipping points, and condensation versus dissipation of collective system behavior.","2020-01","2020-11-17 20:34:29","2023-12-07 17:41:09","","","","1","23","","","","","","","","","","","","","","","","","29 citations (Crossref) [2023-12-07]","","","","sesync acknowledgment; Staff; K:agent-based modeling; 2020; T:Methods & Methodology; T:Modeling; F:Qualitative & Mixed Methods Data Analysis; K:mixed methods; K:agent-based models; K:individual-based model; K:mixed methods approach; K:review; K:sensitivity analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5V3UD644","journalArticle","2020","Anthony Bebbington; Avecita Chicchon; Nicholas Cuba; Emily Greenspan; Susanna Hecht; Denise Humphreys Bebbington; Susan Kandel; Tracey Osborne; Rebecca Ray; John Rogan; Laura Sauls","Opinion: Priorities for governing large-scale infrastructure in the tropics","Proceedings of the National Academy of Sciences","","0027-8424","10.1073/pnas.2015636117","http://www.pnas.org/lookup/doi/10.1073/pnas.2015636117","The current political context challenges any effort to strengthen the socio-ecological governance of large-scale infrastructure, but it also presents opportunities. A new agenda for infrastructure governance is urgently needed to better account for these costs and enhance the likelihood that infrastructure investment in tropical environments recognizes socio-ecological realities and enhances the resilience of socio-ecological systems.","2020-08","2020-11-17 20:29:59","2023-12-07 17:41:09","","202015636","","","","","","","","","","","","","","","","","","","","15 citations (Crossref) [2023-12-07] Publisher: National Academy of Sciences","","/Users/nah093/Zotero/storage/BDCVILVW/Bebbington et al. - 2020 - Opinion Priorities for governing large-scale infr.pdf; ; /Users/nah093/Zotero/storage/ZQFCRQQJ/21829.html","http://www.ncbi.nlm.nih.gov/pubmed/32848071","T:Socio-Environmental Systems; F:Built Environment; no acknowledgment; Pursuit; T:Sustainability; F:Land & Human Dynamics; 2020; Year 9; F:Governance & Natural Resources; T:Governance & Decision Making; T:Engineering & Design; 2019C20-013; K:anthropogenic disturbance; K:Belt and Road Initiative; K:infrastructure development; K:South American Council for Infrastructure and Planning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JEJEF4D5","journalArticle","2018","Alexander Koch; Katherine C. Glover; Brian Zambri; Elizabeth K. Thomas; Xavier Benito-Granell; Janet Z. Yang","Open-data practices and challenges among early-career paleo-researchers","Past Global Change Magazine","","","10.22498/pages.26.2.54","","We conducted a survey on open-data-sharing experiences among early-career researchers (ECRs). While ECRs feel open-data sharing benefits their career, insufficient training in data stewardship presents a substantial challenge to data reusability.","2018-11","2020-11-17 20:30:15","2023-12-07 17:41:09","","54–55","","2","26","","","","","","","","","","","","","","","","","2 citations (Crossref) [2023-12-07]","","","","2018; no acknowledgment; Postdoc; Year 8; 2018PF-044; T:Methods & Methodology; K:data science; K:data sharing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I2PTNP4X","journalArticle","2019","Jessica Gephart; Halley E. Froehlich; Trevor A. Branch","Opinion: To create sustainable seafood industries, the United States needs a better accounting of imports and exports","Proceedings of the National Academy of Sciences","","","10.1073/PNAS.1905650116","https://www.pnas.org/content/116/19/9142","A better accounting of the globalized seafood supply chain will help support the US seafood industry, achieve sustainable production, and meet consumer demand.","2019-05","2020-11-17 20:34:42","2023-12-07 17:41:09","","9142–9146","","19","116","","","","","","","","","","","","","","","","","52 citations (Crossref) [2023-12-07] Publisher: National Academy of Sciences","","","","sesync acknowledgment; T:Economics; T:Sustainability; Postdoc; 2019; Year 6; T:Policy & Regulation; T:Fisheries; F:Food Systems & the Environment; K:policy recommendations; 2016PF-029; K:seafood trade; K:sustainability; K:trade policy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TCU8ATA5","journalArticle","2019","Robert Arlinghaus; Joshua K. Abbott; Eli P. Fenichel; Stephen R. Carpenter; Len M. Hunt; Josep Alós; Thomas Klefoth; Steven J. Cooke; Ray Hilborn; Olaf P. Jensen; Michael J. Wilberg; John R. Post; Michael J. Manfredo","Opinion: Governing the recreational dimension of global fisheries","Proceedings of the National Academy of Sciences of the United States of America","","","10.1073/pnas.1902796116","http://www.ncbi.nlm.nih.gov/pubmed/30890655","For too long, the considerable importance and impacts of recreational fisheries have been ignored.","2019-03","2020-11-17 20:34:44","2023-12-07 17:41:09","","5209–5213","","12","116","","","","","","","","","","","","","","","","","155 citations (Crossref) [2023-12-07] Publisher: National Academy of Sciences PMID: 30890655","","/Users/nah093/Zotero/storage/DBDJJPLK/Arlinghaus et al. - 2019 - Opinion Governing the recreational dimension of g.pdf; ; /Users/nah093/Zotero/storage/IH7I9TKS/5209.html","http://www.ncbi.nlm.nih.gov/pubmed/30890655","sesync acknowledgment; T:Economics; Foundation; 2019; T:Natural Resource Management; T:Policy & Regulation; F:Governance & Natural Resources; T:Governance & Decision Making; Year 3; T:Fisheries; K:recreation; 2014F-007; K:angler behavior; K:aquaculture; K:commercial fishers; K:leisure; K:recreational fisheries; K:recreational fishers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WLNH45QW","journalArticle","2014","Benjamin J. Koch; Catherine M. Febria; Muriel Gevrey; Lisa A. Wainger; Margaret A. Palmer","Nitrogen removal by stormwater management structures: A data synthesis","JAWRA Journal of the American Water Resources Association","","","10.1111/jawr.12223","http://doi.wiley.com/10.1111/jawr.12223","A comprehensive synthesis of data from empirically based published studies and a widely used stormwater best management practice (BMP) database were used to assess the variability in nitrogen (N) removal performance of urban stormwater ponds, wetlands, and swales and to identify factors that may explain this variability. While the data suggest that BMPs were generally effective on average, removal efficiencies of ammonium (NH4), nitrate (NO3), and total nitrogen (TN) were highly variable ranging from negative (i.e., BMPs acting as sources of N) to 100%. For example, removal of NO3 varied from (median ±1 SD) −15 ± 49% for dry ponds, 32 ± 120% for wet ponds, 58 ± 210% for wetlands, and 37 ± 29% for swales. Across the same BMP types, TN removal was 27 ± 24%, 40 ± 31%, 61 ± 30%, and 50 ± 29%. NH4 removal was 9 ± 36%, 29 ± 72%, 31 ± 24%, and 45 ± 34%. BMP size, age, and location explained some of the variability. For example, small and shallow ponds and wetlands were more effective than larger, deeper ones in removing N. Despite well-known intra-annual variation in N fluxes, most measurements have been made over short time periods using concentrations, not flow-weighted N fluxes. Urban N export is increasing in some areas as large storms become more frequent. Thus, accounting for the full range of BMP performance under such conditions is crucial. A select number of long-term flux-based BMP studies that rigorously measure rainfall, hydrology, and site conditions could improve BMP implementation.","2014-12","2020-11-17 20:35:12","2023-12-07 17:41:08","","1594–1607","","6","50","","","","","","","","","","","","","","","","","69 citations (Crossref) [2023-12-07]","","","","sesync acknowledgment; Staff; T:Urban Planning & Green Infrastructure; T:Synthesis Research; T:Lakes, Rivers, Streams, & Wetlands; T:Ecosystem Services/Functions; T:Pollution; T:Engineering & Design; 2014; K:urban areas; K:best management practices; K:constructed wetland; K:detention pond; K:nitrogen removal; K:nutrients; K:performance; K:retention basin; K:stormwater management; K:vegetated swale","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9T286ZYC","journalArticle","2017","Christina L. Faust; Andrew P. Dobson; Nicole Gottdenker; Laura S.P. Bloomfield; Hamish I. McCallum; Thomas R. Gillespie; Maria Diuk-Wasser; Raina K. Plowright","Null expectations for disease dynamics in shrinking habitat: Dilution or amplification?","Philosophical Transactions of the Royal Society of London B: Biological Sciences","","","10.1098/rstb.2016.0173","http://rstb.royalsocietypublishing.org/content/372/1722/20160173","As biodiversity declines with anthropogenic land-use change, it is increasingly important to understand how changing biodiversity affects infectious disease risk. The dilution effect hypothesis, which points to decreases in biodiversity as critical to an increase in infection risk, has received considerable attention due to the allure of a win-win scenario for conservation and human well-being. Yet some empirical data suggest that the dilution effect is not a generalizable phenomenon. We explore the response of pathogen transmission dynamics to changes in biodiversity that are driven by habitat loss using an allometrically scaled multi-host model. With this model, we show that declining habitat, and thus declining biodiversity, can lead to either increasing or decreasing infectious-disease risk, measured as endemic prevalence. Whether larger habitats, and thus greater biodiversity, lead to a decrease (dilution effect) or increase (amplification effect) in infection prevalence depends upon the pathogen transmission mode and how host competence scales with body size. Dilution effects were detected for most frequency-transmitted pathogens and amplification effects were detected for density-dependent pathogens. Amplification effects were also observed over a particular range of habitat loss in frequency-dependent pathogens when we assumed that host competence was greatest in large-bodied species. By contrast, only amplification effects were observed for density-dependent pathogens; host competency only affected the magnitude of the effect. These models can be used to guide future empirical studies of biodiversity-disease relationships across gradients of habitat loss. The type of transmission, the relationship between host competence and community assembly, the identity of hosts contributing to transmission, and how transmission scales with area are essential factors to consider when elucidating the mechanisms driving disease risk in shrinking habitat.This article is part of the themed issue 'Conservation, biodiversity and infectious disease: scientific evidence and policy implications'.","2017-06","2020-11-17 20:35:12","2023-12-07 17:41:08","","","","1722","372","","","","","","","","","","","","","","","","","60 citations (Crossref) [2023-12-07]","","/Users/nah093/Zotero/storage/I8ILJ2MB/Faust et al. - 2017 - Null expectations for disease dynamics in shrinkin.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/28438921","sesync acknowledgment; 2017; Year 1; F:Land & Human Dynamics; F:Biodiversity; K:biodiversity; T:Ecology; Venture; F:Computationally Intensive Projects & Initiatives; T:Risk; T:Disease & Pests; T:Human Health & Well-Being; 2012V-009; T:Disturbance; K:allometry; K:amplification effect; K:Animals; K:Communicable Diseases; K:dilution effect; K:Disease ecology; K:ecosystem; K:habitat loss; K:Humans; K:infectious disease dynamics; K:multi-host","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7CB7S8IV","journalArticle","2016","Sally E. Koerner; Meghan Avolio; Kimberly J. La Pierre; Kevin R. Wilcox; Melinda D. Smith; Scott L. Collins","Nutrient additions cause divergence of tallgrass prairie plant communities resulting in loss of ecosystem stability","Journal of Ecology","","","10.1111/1365-2745.12610","http://doi.wiley.com/10.1111/1365-2745.12610","Nitrogen (N) deposition and phosphorus (P) deposition due to pollution and land-use change are dramatically altering biogeochemical cycles. These altered nutrient inputs affect plant communities by generally increasing dominance and reducing diversity, as well as altering community variability (heterogeneity). Less well studied are the effects of changes in community variability on ecosystem functions, such as productivity, or the stability of those functions. Here, we use a twelve-year nutrient addition experiment in tallgrass prairie to determine the variability in community responses to N and P additions and link these responses to ecosystem productivity and stability. We added two levels of N and four levels of P in a fully factorial design to 25-m2 plots in native tallgrass prairie in north-eastern Kansas, USA. Each year percentage cover of each species was measured in June and August in a 1-m2 subplot of each plot, and annual net primary productivity was measured in two 0.1-m2 subplots in each plot at the end of each growing season. The addition of N and P together increased plant community variability across space (i.e. the replicates were significantly more different from each other in the N + P treatments than they were in the control treatment). We also found that the variability of the plant community within a single plot through time increased with the addition of N alone and N and P together. The highest level of both spatial and temporal variability occurred in plots with the highest level of nutrient addition (10 g m−2 of both N and P). While we found no linkage between spatial variability of community composition and the spatial stability of productivity, the temporal stability of productivity decreased with increasing temporal plant community variability. Additionally, the ability to predict the productivity response to growing season precipitation, a key environmental variable, also decreased under higher temporal community variability. Synthesis. Using a 12-year nutrient addition experiment, we found that nutrient addition leads to both spatial and temporal community variability in mesic tallgrass prairie. The changes in community variability through time were directly related to ecosystem stability. While overall shifts in community structure in response to nutrient additions are important, the change in variability of local communities has significant implications for our ability to predict how patterns of biodiversity and ecosystem function will respond to a rapidly changing world.","2016-09","2020-11-17 20:35:13","2023-12-07 17:41:08","","1478–1487","","5","104","","","","","","","","","","","","","","","","","41 citations (Crossref) [2023-12-07]","","/Users/nah093/Zotero/storage/IESKJIX4/Koerner et al. - 2016 - Nutrient additions cause divergence of tallgrass p.pdf; /Users/nah093/Zotero/storage/HAWTBXKB/1365-2745.html","","no acknowledgment; Postdoc; T:Forests, Grasslands, & Other Terrestrial Lands; Year 5; F:Biodiversity; F:Ecosystem Services; T:Ecology; T:Ecosystem Services/Functions; 2016; T:Pollution; 2015PF-018; K:ANPP; K:community dynamics; K:convergence; K:dispersion; K:grassland; K:heterogeneity; K:nitrogen; K:phosphorus; K:plant population; K:productivity; K:stability; K:variability","","Jason Fridley","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9AE7RXB8","journalArticle","2016","Christopher D. Golden; Edward H. Allison; William W.L. Cheung; Madan M. Dey; Benjamin S. Halpern; Douglas J. McCauley; Matthew Smith; Bapu Vaitla; Dirk Zeller; Samuel S. Myers","Nutrition: Fall in fish catch threatens human health","Nature","","","10.1038/534317a","http://www.nature.com/doifinder/10.1038/534317a","Christopher Golden and colleagues calculate that declining numbers of marine fish will spell more malnutrition in many developing nations.","2016-06","2020-11-17 20:35:16","2023-12-07 17:41:08","","317–320","","7607","534","","","","","","","","","","","","","","","","","402 citations (Crossref) [2023-12-07]","","/Users/nah093/Zotero/storage/QND3A2DD/534317a.html","","no acknowledgment; Pursuit; Year 5; T:Natural Resource Management; T:Synthesis Research; 2016; T:Risk; T:Fisheries; T:Human Health & Well-Being; F:Food Systems & the Environment; T:Food Systems; 2015C12-041; K:dietary needs; K:nutrition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZUF2HZTT","journalArticle","2015","Dana R. Fisher; Joseph Waggle; Lorien Jasny","Not a snowball's chance for science","Contexts","","","10.1177/1536504215611896","http://ctx.sagepub.com/lookup/doi/10.1177/1536504215611896","Using climate change denial as a case, the authors demonstrate how echo chambers are formed and reinscribed to limit information within bounded networks.","2015-11","2020-11-17 20:35:19","2023-12-07 17:41:08","","44–49","","4","14","","","","","","","","","","","","","","","","","4 citations (Crossref) [2023-12-07] Publisher: SAGE PublicationsSage CA: Los Angeles, CA","","/Users/nah093/Zotero/storage/VCDGIEMA/Fisher et al. - 2015 - Not a Snowball’s Chance for Science.pdf","","no acknowledgment; 2015; T:Climate Change; T:Sociology; Postdoc; Year 3; 2013PF-007; K:echo chambers; K:networks; K:politics; K:science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QUZVJF8B","journalArticle","2019","Mathew E. Hauer; Dean Hardy; Deepak R. Mishra; J. Scott Pippin","No landward movement: Examining 80 years of population migration and shoreline change in Louisiana","Population and Environment","","","10.1007/s11111-019-00315-8","https://doi.org/10.1007/s11111-019-00315-8","Louisiana lost nearly 5,000 km2 of its coastal land area due to relative sea level rise (including local, regional, and global factors driving relative sea level change) since 1932, mirroring both the hazards associated with sea level rise and the time horizons of sea level rise impacts expected this century. This represents an opportunity to examine the relationship between long-term population changes and shoreline change. Based on detailed land change data for the period 1932–2010 and a small area population estimation technique for the period 1940–2010, we examine intra-parish population changes in relation to shoreline changes for the one million plus residents living in the ten coastal parishes of Louisiana. We find that since 1940, only two of the ten coastal parishes exhibited landward population movement, which we define as movement perpendicular to the shoreline, exceeding 1 km. Three parishes exhibited seaward population movement in excess of 1 km. Overall, we find very little net intra-parish landward population movement for the region. Our findings suggest that coastal Louisiana's historical population has not moved in concert with observed shoreline encroachment. We also find a potential tipping point related to population migration when a neighborhood loses at least 50% of its land area. Our findings suggest that this lack of landward population movement could be attributable to either localized adaptation strategies or migrations to other landward areas.","2019-03","2020-11-17 20:30:16","2023-12-07 17:41:08","","369-387","","","40","","","","","","","","","","","","","","","","","17 citations (Crossref) [2023-12-07]","","/Users/nah093/Zotero/storage/6Z8RWAR4/Hauer et al. - 2019 - No landward movement examining 80 years of popula.pdf","","F:Socio-Environmental Resilience; sesync acknowledgment; K:adaptation; Postdoc; reported to NSF; 2019; T:Anthropology/Human Ecology; Year 6; 2016PF-028; K:coastal populations; K:Hurricane Katrina; K:landward migration; K:Louisiana; K:migration; K:sea level rise; K:sea-level rise; T:Coasts & Shorelines; wrong DBI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PLRVSYVR","journalArticle","2023","Waylen, Kerry A.; Blackstock, Kirsty L.; Marshall, Keith; Juarez-Bourke, Alba","Navigating or adding to complexity? Exploring the role of catchment partnerships in collaborative governance","Sustainability Science","","1862-4057","10.1007/s11625-023-01387-0","https://doi.org/10.1007/s11625-023-01387-0","An enduring challenge for environmental governance is how to coordinate multiple actors to achieve more collaborative and holistic management of complex socio-ecological systems. Catchment partnerships are often thought able to achieve this, so here we ask: do such partnerships actually help navigate complexity, or merely add to it? We answer this question by analysing the experiences of four voluntary UK catchment partnerships. Our data combined a structured desk-based analysis of partnership documents, with semi-structured interviews with partnership coordinators, chairs and partner representatives. These data were analysed using a qualitative thematic approach informed by the literatures on catchment management and collaborative governance of complexity. We found that partnerships both add to and help navigate the complexity of holistic and inclusive environmental management. Maintaining partnerships entails costs for partners, and partnerships connect messily and multitudinously to other initiatives. However, the partnerships were all judged as worthwhile, and made progress towards goals for water quality, biodiversity and river restoration. They were especially valued for envisioning and initiating complex activities such as Natural Flood Management. Communication and networking by partnership coordinators and partners underpinned these achievements. Aspects of pre-existing governance systems both enabled and constrained the partnerships: in particular, statutory agencies responsible for policy delivery were always important partners, and delivering partnership plans often depended on public-sector grants. This draws attention to the pervasive effect of governmentality in collaborative governance. More attention to analysing—and supporting—such partnerships is worthwhile, complemented by reflection on the limits to environmental governance in the face of complexity.","2023-07","2023-07-26 14:12:52","2023-12-07 17:41:07","2023-07-26 14:12:52","","","","","","Sustain Sci","Navigating or adding to complexity?","","","","","","","en","","","","","Springer Link","","0 citations (Crossref) [2023-12-07]","","/Users/nah093/Zotero/storage/QBMGGQLX/Waylen et al. - 2023 - Navigating or adding to complexity Exploring the .pdf","","sesync acknowledgment; T:Socio-Environmental Systems; Year 1; Foundation; T:Natural Resource Management; F:Water & People; T:Policy & Regulation; F:Governance & Natural Resources; T:Governance & Decision Making; F:Qualitative & Mixed Methods Data Analysis; 2023; 2012F-002; K:Catchment management; K:Coordination; K:Integration; K:Nature-based solutions; K:Systems approaches; K:Wicked problems","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IB8AHFYJ","journalArticle","2018","Phillip P.A. Staniczenko; K. Blake Suttle; Richard G. Pearson","Negative biotic interactions drive predictions of distributions for species from a grassland community","Biology Letters","","","10.1098/rsbl.2018.0426","https://royalsocietypublishing.org/doi/full/10.1098/rsbl.2018.0426","Understanding the factors that determine species' geographical distributions is important for addressing a wide range of biological questions, including where species will be able to maintain populations following environmental change. New methods for modelling species distributions include the effects of biotic interactions alongside more commonly used abiotic variables such as temperature and precipitation; however, it is not clear which types of interspecific relationship contribute to shaping species distributions and should therefore be prioritized in models. Even if some interactions are known to be influential at local spatial scales, there is no guarantee they will have similar impacts at macroecological scales. Here we apply a novel method based on information theory to determine which types of interspecific relationship drive species distributions. Our results show that negative biotic interactions such as competition have the greatest effect on model predictions for species from a California grassland community. This knowledge will help focus data collection and improve model predictions for identifying at-risk species. Furthermore, our methodological approach is applicable to any kind of species distribution model that can be specified with and without interspecific relationships.","2018-11","2021-01-29 15:44:14","2023-12-07 17:41:07","2021-01-29 15:44:14","","","11","14","","Biology Letters","","","","","","","","","","","","","royalsocietypublishing.org (Atypon)","","6 citations (Crossref) [2023-12-07] Publisher: Royal Society","","/Users/nah093/Zotero/storage/AX9MKVEN/Staniczenko et al. - 2018 - Negative biotic interactions drive predictions of .pdf; /Users/nah093/Zotero/storage/KHHZ4JUU/Staniczenko et al. - 2018 - Negative biotic interactions drive predictions of .pdf; /Users/nah093/Zotero/storage/VJRDJWRE/rsbl.2018.html","","2018; sesync acknowledgment; T:Climate Change; Postdoc; T:Forests, Grasslands, & Other Terrestrial Lands; T:Ecology; 2016PF-027; K:species distribution models; Year 6; K:biotic interactions; K:minimum description length principle; K:model selection; K:normalized maximum likelihood; K:species geographical ranges","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
